Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
1212,Fast Colour,76916,76916,0,2019.csv,2019,100%,-
1213,93Queen,76056,76056,0,2018.csv,2018,100%,-
1214,Touch Me Not,75507,13782,61725,2018.csv,2018,18.3%,81.7%
1215,The Riot Act,75506,75506,0,2018.csv,2018,100%,-
1216,"Love, Antosha",75308,50168,25140,2019.csv,2019,66.6%,33.4%
1217,Above and Beyond: NASA's Journey to Tomorrow,74711,74711,0,2018.csv,2018,100%,-
1218,The Boy Downstairs,73988,13638,60350,2018.csv,2018,18.4%,81.6%
1219,After Auschwitz,73885,73885,0,2018.csv,2018,100%,-
1220,Primal Rage: The Legend of Konga,73383,21497,51886,2018.csv,2018,29.3%,70.7%
1221,Antonio Lopez 1970: Sex Fashion & Disco,73122,43169,29953,2018.csv,2018,59%,41%
1222,5B,72968,72968,0,2019.csv,2019,100%,-
1223,Greener Grass,71838,51456,20382,2019.csv,2019,71.6%,28.4%
1224,Free Trip to Egypt 2019 Re-release,71087,71087,0,2019.csv,2019,100%,-
1225,The Fog 2018 Re-release,70421,70421,0,2018.csv,2018,100%,-
1226,Wastelander,70045,70045,0,2018.csv,2018,100%,-
1227,Chef Flynn,69542,68407,1135,2018.csv,2018,98.4%,1.6%
1228,Outside In,68492,68492,0,2018.csv,2018,100%,-
1229,Last Year at Marienbad 2019 Re-release,68402,63425,4977,2019.csv,2019,92.7%,7.3%
1230,The Eyes of Orson Welles,68328,10253,58075,2018.csv,2018,15%,85%
1231,10x10,68260,2263,65997,2018.csv,2018,3.3%,96.7%
1232,¡He matado a mi marido!,68017,45777,22240,2019.csv,2019,67.3%,32.7%
1233,Making the Five Heartbeats,67415,67415,0,2018.csv,2018,100%,-
1234,Being Frank,67343,67343,0,2019.csv,2019,100%,-
1235,The Doctor from India,67136,67136,0,2018.csv,2018,100%,-
1236,"3100, Run and Become",66789,65524,1265,2018.csv,2018,98.1%,1.9%
1237,Searching for Ingmar Bergman,64742,36686,28056,2018.csv,2018,56.7%,43.3%
1238,"Monrovia, Indiana",64596,63944,652,2018.csv,2018,99%,1%
1239,Making Waves: The Art of Cinematic Sound,63998,53144,10854,2019.csv,2019,83%,17%
1240,The Gardener,62734,62734,0,2018.csv,2018,100%,-
1241,The Swan,62716,2367,60349,2018.csv,2018,3.8%,96.2%
1242,River Runs Red,61789,9893,51896,2018.csv,2018,16%,84%
1243,Here and Now,61271,13892,47379,2018.csv,2018,22.7%,77.3%
1244,Never Goin' Back,61271,61271,0,2018.csv,2018,100%,-
1245,The Mountain,61035,61035,0,2019.csv,2019,100%,-
1246,A Kid Like Jake,60784,58403,2381,2018.csv,2018,96.1%,3.9%
1247,Viper Club,60607,60607,0,2018.csv,2018,100%,-
1248,John Fogerty: 50 Year Trip - Live at Red Rocks,59795,59795,0,2019.csv,2019,100%,-
1249,Where Is Kyra?,59717,59717,0,2018.csv,2018,100%,-
1250,Bomb City,59329,59329,0,2018.csv,2018,100%,-
1251,Digimon Adventure tri. Part 4: Loss,59114,59114,0,2018.csv,2018,100%,-
1252,Horn from the Heart: The Paul Butterfield Story,58597,58597,0,2018.csv,2018,100%,-
1253,Cynthia,58177,58177,0,2018.csv,2018,100%,-
1254,In Search of Greatness,58090,58090,0,2018.csv,2018,100%,-
1255,Ramen Heads,57345,57345,0,2018.csv,2018,100%,-
1256,The Disappearance of My Mother,56821,24951,31870,2019.csv,2019,43.9%,56.1%
1257,Notebook,56166,0,56166,2019.csv,2019,-,100%
1258,Mamma Mia! 2018 Re-release,55168,39601,15567,2018.csv,2018,71.8%,28.2%
1259,American Dream: Detroit,55092,55092,0,2018.csv,2018,100%,-
1260,DAZN Boxing: Canelo Alvarez vs. Rocky Fielding,54916,54916,0,2018.csv,2018,100%,-
1261,Digimon Adventure tri. Part 6: Future,54324,54324,0,2018.csv,2018,100%,-
1262,The Assassin's Code,53940,11218,42722,2018.csv,2018,20.8%,79.2%
1263,The Legend of Hallowaiian,53738,451,53287,2018.csv,2018,0.8%,99.2%
1264,Grass,53503,8084,45419,2018.csv,2018,15.1%,84.9%
1265,The Great Silence,53074,53074,0,2018.csv,2018,100%,-
1266,Bigger,52133,46382,5751,2018.csv,2018,89%,11%
1267,The Snowman Trek,51743,51743,0,2018.csv,2018,100%,-
1268,Wanda 2018 Re-release,51713,51713,0,2018.csv,2018,100%,-
1269,Midnight Family,51712,42310,9402,2019.csv,2019,81.8%,18.2%
1270,Clinton Road,50400,50400,0,2019.csv,2019,100%,-
1271,Midnight Traveler,50336,41265,9071,2019.csv,2019,82%,18%
1272,The Royal Wedding: Prince Harry and Meghan Markle,50264,50264,0,2018.csv,2018,100%,-
1273,Free Trip to Egypt,49693,49693,0,2019.csv,2019,100%,-
1274,Jumanji/Jumanji: Welcome to the Jungle 2018 NCM Fathom Event,49381,49381,0,2018.csv,2018,100%,-
1275,Hal,49045,48698,347,2018.csv,2018,99.3%,0.7%
1276,The Bounty Killer,48815,48815,0,2019.csv,2019,100%,-
1277,The China Hustle,48650,48650,0,2018.csv,2018,100%,-
1278,The Queen,47818,47818,0,2019.csv,2019,100%,-
1279,350 Days - Legends. Champions. Survivors,47526,47526,0,2018.csv,2018,100%,-
1280,The Raft,47269,39678,7591,2019.csv,2019,83.9%,16.1%
1281,High on the Hog,45696,45696,0,2019.csv,2019,100%,-
1282,Mercury,45429,0,45429,2018.csv,2018,-,100%
1283,The Proposal,45149,45149,0,2019.csv,2019,100%,-
1284,Celebration,44898,22557,22341,2019.csv,2019,50.2%,49.8%
1285,That Summer,44659,34556,10103,2018.csv,2018,77.4%,22.6%
1286,What Is Democracy?,44536,44536,0,2019.csv,2019,100%,-
1287,Maze 2019 Re-release,44381,44381,0,2019.csv,2019,100%,-
1288,Carmine Street Guitars,44253,44253,0,2019.csv,2019,100%,-
1289,Slut in a Good Way,44240,40513,3727,2019.csv,2019,91.6%,8.4%
1290,Liyana,44045,44045,0,2018.csv,2018,100%,-
1291,Garry Winogrand: All Things are Photographable,44002,44002,0,2018.csv,2018,100%,-
1292,Hitler's Hollywood,43766,43766,0,2018.csv,2018,100%,-
1293,First We Take Brooklyn,42812,42812,0,2018.csv,2018,100%,-
1294,Golden Exits,41888,41888,0,2018.csv,2018,100%,-
1295,Union,41656,41656,0,2019.csv,2019,100%,-
1296,Blue Iguana,41050,0,41050,2018.csv,2018,-,100%
1297,Why Don't You Just Die!,40995,0,40995,2019.csv,2019,-,100%
1298,On Her Shoulders,40145,28288,11857,2018.csv,2018,70.5%,29.5%
1299,Aniara,40124,40124,0,2019.csv,2019,100%,-
1300,Humor Me,40099,40099,0,2018.csv,2018,100%,-
1301,Submission,39985,39985,0,2018.csv,2018,100%,-
1302,An Elephant Sitting Still,39599,32556,7043,2018.csv,2018,82.2%,17.8%
1303,I Do Not Care If We Go Down in History as Barbarians,39171,11307,27864,2018.csv,2018,28.9%,71.1%
1304,Zilla and Zoe,39003,39003,0,2019.csv,2019,100%,-
1305,Shed of the Dead,38901,38901,0,2019.csv,2019,100%,-
1306,Divide and Conquer: The Story of Roger Ailes,38510,38510,0,2018.csv,2018,100%,-
1307,Araby,38399,38399,0,2018.csv,2018,100%,-
1308,Batman Forever 2019 Re-release,38387,38014,373,2019.csv,2019,99%,1%
1309,No Intenso Agora,38223,24955,13268,2018.csv,2018,65.3%,34.7%
1310,Gray Matter,38034,38034,0,2018.csv,2018,100%,-
1311,The Heart of Nuba,37788,37788,0,2018.csv,2018,100%,-
1312,Krystal,37516,37516,0,2018.csv,2018,100%,-
1313,Memory: The Origins of Alien,37272,31378,5894,2019.csv,2019,84.2%,15.8%
1314,What You Gonna Do When the World's on Fire?,37195,4672,32523,2019.csv,2019,12.6%,87.4%
1315,Small Group,37058,37058,0,2018.csv,2018,100%,-
1316,24 Frames,37045,34482,2563,2018.csv,2018,93.1%,6.9%
1317,The Quiet One,37010,37010,0,2019.csv,2019,100%,-
1318,The Death of Dick Long,36856,36856,0,2019.csv,2019,100%,-
1319,Mind Game,36613,36613,0,2018.csv,2018,100%,-
1320,For Those Who Don't Read Me,36506,36506,0,2018.csv,2018,100%,-
1321,Our Time,36240,14777,21463,2019.csv,2019,40.8%,59.2%
1322,Le Corbeau,36089,36089,0,2018.csv,2018,100%,-
1323,The House of Tomorrow,35821,35821,0,2018.csv,2018,100%,-
1324,The Road Movie,35757,35757,0,2018.csv,2018,100%,-
1325,Good Manners,35714,31177,4537,2018.csv,2018,87.3%,12.7%
1326,Loro,35613,35613,0,2019.csv,2019,100%,-
1327,PGS: Intuition Is Your Personal Guidance System,35423,35423,0,2018.csv,2018,100%,-
1328,Ága,35178,35178,0,2019.csv,2019,100%,-
1329,Holy Hell,34366,34366,0,2018.csv,2018,100%,-
1330,Maui,33953,33953,0,2018.csv,2018,100%,-
1331,Killer Unicorn,33901,33901,0,2019.csv,2019,100%,-
1332,Moonlight Sonata: Deafness in Three Movements,33823,33823,0,2019.csv,2019,100%,-
1333,"Distant Voices, Still Lives 2018 Re-release",33301,5234,28067,2018.csv,2018,15.7%,84.3%
1334,The Nun,32659,30245,2414,2018.csv,2018,92.6%,7.4%
1335,Sollers Point,32608,32608,0,2018.csv,2018,100%,-
1336,An Acceptable Loss,32427,32427,0,2019.csv,2019,100%,-
1337,10E,32413,32413,0,2019.csv,2019,100%,-
1338,Goodland,32140,32140,0,2018.csv,2018,100%,-
1339,Shooting the Mafia,32042,10881,21161,2019.csv,2019,34%,66%
1340,Desolation Center,32016,32016,0,2019.csv,2019,100%,-
1341,Moynihan,31970,31970,0,2018.csv,2018,100%,-
1342,Gift,31588,31588,0,2019.csv,2019,100%,-
1343,The Cat Rescuers,31540,31540,0,2019.csv,2019,100%,-
1344,Buddy,31203,31203,0,2019.csv,2019,100%,-
1345,Poor Boy,31031,31031,0,2018.csv,2018,100%,-
1346,Pasolini 2019 Re-release,30757,30757,0,2019.csv,2019,100%,-
1347,Los Reyes,30418,30418,0,2019.csv,2019,100%,-
1348,Cold Water,30209,30209,0,2018.csv,2018,100%,-
1349,Lionel Richie at Glastonbury,30123,30123,0,2019.csv,2019,100%,-
1350,Memories of Underdevelopment 2018 Re-release,29647,29647,0,2018.csv,2018,100%,-
1351,The Perfect Race,29644,29644,0,2019.csv,2019,100%,-
1352,Charm City,29335,29335,0,2018.csv,2018,100%,-
1353,The Ground Beneath My Feet,29251,29251,0,2019.csv,2019,100%,-
1354,Batman & Robin 2019 Re-release,28793,28597,196,2019.csv,2019,99.3%,0.7%
1355,Restoring Tomorrow,28556,28556,0,2018.csv,2018,100%,-
1356,The Load,28410,28410,0,2019.csv,2019,100%,-
1357,Quai des Orfèvres 2018 Re-release,28013,28013,0,2018.csv,2018,100%,-
1358,The Amendment,27961,27961,0,2018.csv,2018,100%,-
1359,El Norte 2019 Re-release,27920,27920,0,2019.csv,2019,100%,-
1360,Bauhaus Spirit: 100 Years of Bauhaus,27768,17122,10646,2019.csv,2019,61.7%,38.3%
1361,Senso,27723,27723,0,2018.csv,2018,100%,-
1362,An Evening with Beverly Luff Linn,27359,6701,20658,2018.csv,2018,24.5%,75.5%
1363,"Leaving Home, Coming Home: A Portrait of Robert Frank",27073,27073,0,2019.csv,2019,100%,-
1364,Wrestle,26597,26597,0,2019.csv,2019,100%,-
1365,Milford Graves Full Mantis,26566,26566,0,2018.csv,2018,100%,-
1366,Rosie,26441,6839,19602,2019.csv,2019,25.9%,74.1%
1367,At First Light,26338,3292,23046,2018.csv,2018,12.5%,87.5%
1368,Marlina the Murderer in Four Acts,26331,17788,8543,2018.csv,2018,67.6%,32.4%
1369,Donnybrook,26284,26284,0,2019.csv,2019,100%,-
1370,The Misandrists,26123,26123,0,2018.csv,2018,100%,-
1371,Ridge Runners,26019,26019,0,2018.csv,2018,100%,-
1372,Jet Trash 2018 Re-release,26002,26002,0,2018.csv,2018,100%,-
1373,Black Mother,25919,18762,7157,2018.csv,2018,72.4%,27.6%
1374,Vazante,25091,23884,1207,2018.csv,2018,95.2%,4.8%
1375,An Elephant's Journey,24844,24844,0,2018.csv,2018,100%,-
1376,Hyènes,24672,24672,0,2019.csv,2019,100%,-
1377,The Aspern Papers,24554,9277,15277,2019.csv,2019,37.8%,62.2%
1378,Too Late to Die Young,24487,16591,7896,2018.csv,2018,67.8%,32.2%
1379,Chasing Einstein,24057,24057,0,2019.csv,2019,100%,-
1380,Under The Wire,23897,3429,20468,2018.csv,2018,14.3%,85.7%
1381,Death House,23833,23833,0,2018.csv,2018,100%,-
1382,Letter from Masanjia,23481,23481,0,2018.csv,2018,100%,-
1383,Robert the Bruce,23425,0,23425,2019.csv,2019,-,100%
1384,The Judge,23127,22257,870,2018.csv,2018,96.2%,3.8%
1385,Three Peaks,23069,16216,6853,2018.csv,2018,70.3%,29.7%
1386,Ode to Joy,22594,17303,5291,2019.csv,2019,76.6%,23.4%
1387,Heavy Trip,22460,10153,12307,2018.csv,2018,45.2%,54.8%
1388,The Atomic Cafe,22293,22293,0,2018.csv,2018,100%,-
1389,Winning Formula,22189,22189,0,2018.csv,2018,100%,-
1390,The Sound of Silence,21994,20013,1981,2019.csv,2019,91%,9%
1391,The Female Brain,21786,21786,0,2018.csv,2018,100%,-
1392,Wicked Witches,21600,21600,0,2019.csv,2019,100%,-
1393,Half the Picture,21589,21589,0,2018.csv,2018,100%,-
1394,Hagazussa,21487,13253,8234,2018.csv,2018,61.7%,38.3%
1395,Tyrel,21456,21456,0,2018.csv,2018,100%,-
1396,Ganja & Hess,21197,21197,0,2018.csv,2018,100%,-
1397,The Happys,21108,21108,0,2018.csv,2018,100%,-
1398,Round of Your Life,20941,20941,0,2019.csv,2019,100%,-
1399,Ava,20940,20940,0,2018.csv,2018,100%,-
1400,Did You Wonder Who Fired the Gun?,20765,20765,0,2018.csv,2018,100%,-
1401,Freak Show,20657,19696,961,2018.csv,2018,95.3%,4.7%
1402,Ice Dragon: Legend of the Blue Daisies,20549,20549,0,2018.csv,2018,100%,-
1403,The Devil and Father Amorth,20449,20449,0,2018.csv,2018,100%,-
1404,Izzy Gets the F*ck Across Town,20208,20208,0,2018.csv,2018,100%,-
1405,Apocalypsis,20052,20052,0,2018.csv,2018,100%,-
1406,General Magic,20046,20046,0,2019.csv,2019,100%,-
1407,The Gospel of Eureka,20039,20039,0,2019.csv,2019,100%,-
1408,Eight Hours Don't Make a Day,19987,19987,0,2018.csv,2018,100%,-
1409,"One Sings, the Other Doesn't",19919,19919,0,2018.csv,2018,100%,-
1410,Active Measures,19862,19862,0,2018.csv,2018,100%,-
1411,Damascus Cover,19532,0,19532,2018.csv,2018,-,100%
1412,Who We Are Now,19128,19128,0,2018.csv,2018,100%,-
1413,November,19084,19084,0,2018.csv,2018,100%,-
1414,Anything,19037,19037,0,2018.csv,2018,100%,-
1415,Frank and Ava,18829,18829,0,2018.csv,2018,100%,-
1416,Scandalous: The True Story of the National Enquirer,18759,18759,0,2019.csv,2019,100%,-
1417,Before Stonewall,18724,18724,0,2019.csv,2019,100%,-
1418,Crime + Punishment,18644,18644,0,2018.csv,2018,100%,-
1419,The Return of Martin Guerre 2019 Re-release,18603,18603,0,2019.csv,2019,100%,-
1420,The Pagan King: The Battle of Death,18598,0,18598,2018.csv,2018,-,100%
1421,Allegiance to Broadway,18527,18527,0,2018.csv,2018,100%,-
1422,Desolation,18490,18490,0,2018.csv,2018,100%,-
1423,306 Hollywood,18399,18399,0,2018.csv,2018,100%,-
1424,"Phoenix, Oregon",18356,18356,0,2019.csv,2019,100%,-
1425,King of Hearts,18130,17646,484,2018.csv,2018,97.3%,2.7%
1426,The Cranes Are Flying,17923,17923,0,2019.csv,2019,100%,-
1427,Batman: Mask of the Phantasm 2018 Re-release,17813,17813,0,2018.csv,2018,100%,-
1428,The Chronicle of Anna Magdalena Bach,17527,17527,0,2018.csv,2018,100%,-
1429,Chained for Life,17431,17431,0,2019.csv,2019,100%,-
1430,"A Bread Factory, Part One/A Bread Factory, Part Two",17325,17325,0,2018.csv,2018,100%,-
1431,Revival,17252,17252,0,2018.csv,2018,100%,-
1432,Joseph Pulitzer: Voice of the People,16970,16970,0,2019.csv,2019,100%,-
1433,Haikara-San: Here Comes Miss Modern,16572,16572,0,2018.csv,2018,100%,-
1434,Detour,16172,16172,0,2018.csv,2018,100%,-
1435,Virginia Minnesota,16118,16118,0,2019.csv,2019,100%,-
1436,Starfish,15849,15849,0,2019.csv,2019,100%,-
1437,Trinity Seven The Movie 2: Heavens Library & Crimson Lord,15712,15712,0,2019.csv,2019,100%,-
1438,Out on Stage,15623,15623,0,2018.csv,2018,100%,-
1439,The Competition 2019 Re-release,15622,15622,0,2019.csv,2019,100%,-
1440,Bob le Flambeur,15586,15586,0,2018.csv,2018,100%,-
1441,When You Read This Letter,15552,15552,0,2018.csv,2018,100%,-
1442,Postcards from London,15548,5312,10236,2018.csv,2018,34.2%,65.8%
1443,Stuffed,15532,15532,0,2019.csv,2019,100%,-
1444,Tom of Finland 2018 Re-release,15483,3314,12169,2018.csv,2018,21.4%,78.6%
1445,Between the Lines,15383,15383,0,2019.csv,2019,100%,-
1446,Narcissister Organ Player,15334,15334,0,2018.csv,2018,100%,-
1447,People's Republic of Desire,15241,15241,0,2018.csv,2018,100%,-
1448,Funan,15152,15152,0,2019.csv,2019,100%,-
1449,Wrinkles the Clown,14938,14938,0,2019.csv,2019,100%,-
1450,Trust Machine: The Story of Blockchain,14905,14905,0,2018.csv,2018,100%,-
1451,ZZ Top: That Little Ol' Band from Texas,14879,14879,0,2019.csv,2019,100%,-
1452,Ferrante Fever,14518,11137,3381,2018.csv,2018,76.7%,23.3%
1453,The Public Image is Rotten,14464,11293,3171,2018.csv,2018,78.1%,21.9%
1454,My Son 2019 Re-release,14450,14450,0,2019.csv,2019,100%,-
1455,The Last Movie Star,14410,14410,0,2018.csv,2018,100%,-
1456,Combat Obscura,14242,14242,0,2019.csv,2019,100%,-
1457,Chasing the Blues,14030,14030,0,2018.csv,2018,100%,-
1458,Screwball,13967,13967,0,2019.csv,2019,100%,-
1459,Weed the People,13926,13926,0,2018.csv,2018,100%,-
1460,Genesis,13856,6784,7072,2019.csv,2019,49%,51%
1461,Stavisky...,13793,13793,0,2018.csv,2018,100%,-
1462,This One's for the Ladies,13688,13688,0,2019.csv,2019,100%,-
1463,Rapid Response,13294,13294,0,2019.csv,2019,100%,-
1464,Our Blood is Wine,13210,13210,0,2018.csv,2018,100%,-
1465,Like Me,12965,12965,0,2018.csv,2018,100%,-
1466,Kangaroo,12626,4547,8079,2018.csv,2018,36%,64%
1467,American Socialist: The Life and Times of Eugene Victor Debs,12609,12609,0,2018.csv,2018,100%,-
1468,Of Fathers and Sons,12579,12579,0,2018.csv,2018,100%,-
1469,My Art,12554,12554,0,2018.csv,2018,100%,-
1470,Off Season,12544,12544,0,2019.csv,2019,100%,-
1471,American Chaos,12368,12368,0,2018.csv,2018,100%,-
1472,L'héritage de la chouette,12316,12316,0,2018.csv,2018,100%,-
1473,Bricked,12201,12201,0,2019.csv,2019,100%,-
1474,The Most Unknown,12119,12119,0,2018.csv,2018,100%,-
1475,Zen for Nothing,12107,12107,0,2019.csv,2019,100%,-
1476,Imprisoned,12050,12050,0,2019.csv,2019,100%,-
1477,Quartet,12042,12042,0,2019.csv,2019,100%,-
1478,The Last Race,11947,11947,0,2018.csv,2018,100%,-
1479,"Cassandro, The Exotico!",11897,11897,0,2019.csv,2019,100%,-
1480,Les Parents Terribles,11818,11818,0,2018.csv,2018,100%,-
1481,Summer '03,11746,11746,0,2018.csv,2018,100%,-
1482,Around India with a Movie Camera,11568,10389,1179,2018.csv,2018,89.8%,10.2%
1483,Rendezvous in July,11321,11321,0,2018.csv,2018,100%,-
1484,Bullitt County,11257,11257,0,2018.csv,2018,100%,-
1485,In Like Flynn,11255,11255,0,2019.csv,2019,100%,-
1486,Made Me Do It,11151,11151,0,2019.csv,2019,100%,-
1487,Edward II 2018 Re-release,11055,4826,6229,2018.csv,2018,43.7%,56.3%
1488,Suburban Birds,10997,10997,0,2019.csv,2019,100%,-
1489,If the Dancer Dances,10912,10912,0,2019.csv,2019,100%,-
1490,Vision Portraits,10771,10771,0,2019.csv,2019,100%,-
1491,Class Rank,10452,10452,0,2018.csv,2018,100%,-
1492,Mama Africa 2018 Re-release,10430,10430,0,2018.csv,2018,100%,-
1493,The Advocates,10402,10402,0,2018.csv,2018,100%,-
1494,When Lambs Become Lions,10197,9337,860,2019.csv,2019,91.6%,8.4%
1495,Olivia,9934,9934,0,2019.csv,2019,100%,-
1496,Streetwise,9904,9904,0,2019.csv,2019,100%,-
1497,The Quest of Alain Ducasse,9627,9627,0,2018.csv,2018,100%,-
1498,The Spanish Prisoner 2019 Re-release,9589,9589,0,2019.csv,2019,100%,-
1499,Strangers on the Earth,9518,9518,0,2018.csv,2018,100%,-
1500,Fritz Lang's Indian Epic 2019 re-release,9345,9345,0,2019.csv,2019,100%,-
1501,A Dark Place,9212,0,9212,2019.csv,2019,-,100%
1502,Cracked Up,9197,9197,0,2019.csv,2019,100%,-
1503,El Mar La Mar,9065,9065,0,2018.csv,2018,100%,-
1504,Frantz Fanon: Black Skin White Mask,9025,9025,0,2019.csv,2019,100%,-
1505,Step Up: High Water,9005,9005,0,2018.csv,2018,100%,-
1506,Zoo Wars,8998,8998,0,2018.csv,2018,100%,-
1507,Survivors Guide To Prison,8982,8982,0,2018.csv,2018,100%,-
1508,Colossal Youth,8968,8331,637,2018.csv,2018,92.9%,7.1%
1509,Summer of '67,8941,8941,0,2018.csv,2018,100%,-
1510,This is Congo,8905,7051,1854,2018.csv,2018,79.2%,20.8%
1511,The Meanest Man in Texas,8850,8850,0,2019.csv,2019,100%,-
1512,That Part Feeling - the Universe of Arvo Part,8812,8812,0,2019.csv,2019,100%,-
1513,Blood Feast,8708,8708,0,2018.csv,2018,100%,-
1514,Furlough,8472,8472,0,2018.csv,2018,100%,-
1515,The Dead Center,8320,8320,0,2019.csv,2019,100%,-
1516,Spiral,8190,8190,0,2018.csv,2018,100%,-
1517,Angels Are Made Of Light,7919,7919,0,2019.csv,2019,100%,-
1518,This Magnificent Cake!,7888,7888,0,2019.csv,2019,100%,-
1519,Ghost Fleet,7850,7850,0,2019.csv,2019,100%,-
1520,The Plagiarists,7768,7768,0,2019.csv,2019,100%,-
1521,Gregory's Girl,7710,7710,0,2019.csv,2019,100%,-
1522,I'll Take Your Dead,7692,7692,0,2019.csv,2019,100%,-
1523,Legend of the Mountain,7640,7640,0,2018.csv,2018,100%,-
1524,Shoah: Four Sisters,7323,7323,0,2018.csv,2018,100%,-
1525,Beloved Beast,7301,7301,0,2019.csv,2019,100%,-
1526,Tall: The American Skyscraper and Louis Sullivan,7216,7216,0,2018.csv,2018,100%,-
1527,Painless,7082,7082,0,2018.csv,2018,100%,-
1528,In Echo Park,7072,7072,0,2018.csv,2018,100%,-
1529,In the Land of Pomegranates,7014,7014,0,2018.csv,2018,100%,-
1530,Duck Butter,6877,6877,0,2018.csv,2018,100%,-
1531,Calling All Earthlings,6756,6756,0,2018.csv,2018,100%,-
1532,Dying to Survive 2019 Re-release,6752,6752,0,2019.csv,2019,100%,-
1533,A Whale of a Tale,6747,6747,0,2018.csv,2018,100%,-
1534,Iceman,6719,2138,4581,2018.csv,2018,31.8%,68.2%
1535,Under the Eiffel Tower,6291,6291,0,2019.csv,2019,100%,-
1536,One Last Thing,6232,6232,0,2018.csv,2018,100%,-
1537,Relaxer,6133,6133,0,2019.csv,2019,100%,-
1538,I Am MLK Jr.,5918,5918,0,2018.csv,2018,100%,-
1539,An Actor Prepares,5891,1743,4148,2018.csv,2018,29.6%,70.4%
1540,Série noire,5633,5633,0,2019.csv,2019,100%,-
1541,The Miracle of the Little Prince,5553,5553,0,2019.csv,2019,100%,-
1542,Are We Not Cats,5518,5518,0,2018.csv,2018,100%,-
1543,Cuban Food Stories,5434,5434,0,2018.csv,2018,100%,-
1544,In Searching,5210,5210,0,2018.csv,2018,100%,-
1545,Chokehold,5200,5200,0,2019.csv,2019,100%,-
1546,The Gliksmans,5166,5166,0,2019.csv,2019,100%,-
1547,100 Acres of Hell,5152,5152,0,2019.csv,2019,100%,-
1548,Body at Brighton Rock,5123,5123,0,2019.csv,2019,100%,-
1549,Intersection,5116,5116,0,2018.csv,2018,100%,-
1550,Notes on an Appearance,5065,5065,0,2018.csv,2018,100%,-
1551,Chulas Fronteras,5021,5021,0,2019.csv,2019,100%,-
1552,The Texture of Falling,5010,5010,0,2018.csv,2018,100%,-
1553,Social Animals,5007,5007,0,2018.csv,2018,100%,-
1554,The Garden,5006,5006,0,2019.csv,2019,100%,-
1555,An L.A. Minute,5004,5004,0,2018.csv,2018,100%,-
1556,Malek,4898,4898,0,2019.csv,2019,100%,-
1557,The Other Side of Everything,4685,4685,0,2018.csv,2018,100%,-
1558,The Long Dumb Road,4667,4667,0,2018.csv,2018,100%,-
1559,I'm Leaving Now,4488,4488,0,2019.csv,2019,100%,-
1560,Weightless,4461,4461,0,2018.csv,2018,100%,-
1561,SGT. Will Gardner,4405,4405,0,2019.csv,2019,100%,-
1562,The Peacemaker,4400,4400,0,2018.csv,2018,100%,-
1563,The Party's Just Beginning,4371,4145,226,2018.csv,2018,94.8%,5.2%
1564,Tito and the Birds,4332,4332,0,2019.csv,2019,100%,-
1565,The Fate of Lee Khan,4295,4295,0,2019.csv,2019,100%,-
1566,State Like Sleep,4282,4282,0,2019.csv,2019,100%,-
1567,Cocote,4224,3815,409,2018.csv,2018,90.3%,9.7%
1568,Stella's Last Weekend,4215,4215,0,2018.csv,2018,100%,-
1569,Run,4052,0,4052,2020.csv,2020,-,100%
1570,La Flor,4032,4032,0,2019.csv,2019,100%,-
1571,Armed,3948,3948,0,2018.csv,2018,100%,-
1572,Mother of a Day,3919,3919,0,2019.csv,2019,100%,-
1573,American Dresser,3895,3895,0,2018.csv,2018,100%,-
1574,The Second Time Around,3837,3837,0,2018.csv,2018,100%,-
1575,Wallflower,3801,3801,0,2019.csv,2019,100%,-
1576,Nelly,3751,3751,0,2018.csv,2018,100%,-
1577,The Family,3696,3696,0,2018.csv,2018,100%,-
1578,The Wandering Soap Opera,3624,3624,0,2019.csv,2019,100%,-
1579,Fourplay,3550,3550,0,2018.csv,2018,100%,-
1580,The Citizen 2018 Re-release,3495,3495,0,2018.csv,2018,100%,-
1581,The Cage Fighter,3392,3392,0,2018.csv,2018,100%,-
1582,Rottentail,3383,3383,0,2019.csv,2019,100%,-
1583,Followers,3350,3350,0,2018.csv,2018,100%,-
1584,Over the Limit,3243,3243,0,2018.csv,2018,100%,-
1585,Game Changers,3142,3142,0,2018.csv,2018,100%,-
1586,Hot to Trot,3133,3133,0,2018.csv,2018,100%,-
1587,Chasing Portraits,3076,3076,0,2019.csv,2019,100%,-
1588,Nana,2784,2784,0,2018.csv,2018,100%,-
1589,Back to the Fatherland,2697,2697,0,2019.csv,2019,100%,-
1590,Straight Into a Storm,2684,2684,0,2018.csv,2018,100%,-
1591,ACORN and the Firestorm,2621,2621,0,2018.csv,2018,100%,-
1592,Joan the Maid 1: The Battles,2562,2562,0,2019.csv,2019,100%,-
1593,TINY: The Life of Erin Blackwell,2465,2465,0,2019.csv,2019,100%,-
1594,I Lost Albert 2019 Re-release,2354,2354,0,2019.csv,2019,100%,-
1595,A German Youth,2343,2343,0,2019.csv,2019,100%,-
1596,Serendipity,2298,2298,0,2019.csv,2019,100%,-
1597,Jihadists,2104,2104,0,2019.csv,2019,100%,-
1598,West Of The Jordan River,1926,1926,0,2018.csv,2018,100%,-
1599,Finding Happiness,1841,1841,0,2018.csv,2018,100%,-
1600,Jimi Hendrix Electric Church,1818,0,1818,2019.csv,2019,-,100%
1601,The Lost Village,1780,1780,0,2018.csv,2018,100%,-
